,lyric,label
958,글로 적어내긴 어려운 이 기분을,1
959,너도 느꼈으면 좋겠는데,-1
960,너는 아무 생각 없이 몇 번,-1
961,나를 지나가며 웃은 거라지만,1
962,나의 하얀 옷에 너의 잉크가 묻어,-1
963,닦아낼 수 없을 만큼 번졌네,1
964,달콤한 색감이 물들어 조금씩,1
965,정신을 차렸을 땐 알아볼 수도 없지,1
966,가득 찬 마음이 여물다 못해,1
967,터지고 있어,0
968,내일은 말을 걸어봐야지,1
969,요즘 노랜 뭔가 맘에 안 들어,1
970,네게 불러 주기엔 좀 어려워서,1
971,나름 며칠 밤을 새워 연습했지만,-1
972,네게 들려주기엔 무리인 것 같아,-1
973,너는 번질수록 진해져 가고,-1
974,나의 밤은 좀 더 길고 외롭지만,-1
975,하루종일 떠오르는 너의 얼굴은,-1
976,방을 가득 채워 무지개같이,0
982,바람을 맞고 빗물에 젖어,1
983,나의 색감도 흐려지겠지만,1
984,너는 항상 빛에 반짝일 테니까,-1
985,멋진 말들을 전하지 못하고,1
986,아무도 관심 없는 그림이 되겠지만,-1
987,달콤한 색감은 감추지 못해,1
990,그냥 이 노래가 어떨까 싶어,1
991,내가 만든 쿠키,1
992,너를 위해 구웠지,-1
994,너무 부드러우니,-1
995,자꾸만 떠오르니,1
996,입맛 버리게 만들고 싶어,1
997,숨기고 있지만 널 더 보고 싶어,1
998,식사는 없어 배고파도,0
999,음료는 없어 목말라도,0
1000,달콤한 맛만 디저트만 만,1
1001,원하게 될 거 알잖아,0
1007,너에게는 독이지,-1
1008,네 마음속을 녹이지,-1
1009,한입은 모자라니,1
1010,정신 못 차리게 만들고 싶어,1
1020,레시핀 없어 딴 데서는 못 찾아,0
1021,난 재료 안 아끼지,-1
1022,네 다이어트를 망치고 싶어 나,-1
1032,우리 집에만 있지 놀러 와,1
1033,얼마든지 굽지,0
1034,그런데 너 충치,-1
1035,생겨도 난 몰라,0
1041,멋진 결말에 닿게,1
1042,내 흉짐도 나의 일부라면,-1
1043,겁이 난 없지 없지,0
1044,다치지 않게 다치 다치지 않게,0
1045,욕심을 숨기라는 네 말들은 이상해,-1
1046,겸손한 연기 같은 건 더 이상 안 해,-1
1051,더는 없어 패배,-1
1053,갓 10대가 됐을 때,0
1054,그때 내가 널 보지 못했다면,1
1055,어땠을까 해,1
1056,흐린 추억 속에 네게 안겨 잠드네,1
1057,나는 또 네 얘기를 꺼내,1
1058,보고 싶다는 넋두리에,-1
1059,친구들 답은 뻔해,1
1060,10년도 더 된 애를 사랑할 수 있냬,1
1061,이제 그만 잊으래,0
1062,근데 그게 잘 안돼,0
1063,그래 걔 말마따나,1
1064,넌 아담의 사과일 수도,0
1065,네 전화 바로 픽업,1
1066,지금 주소 찍어,0
1067,어디든 상관없어 다 갈 테니까,0
1068,그건 사랑이 아냐,1
1069,그건 미련이 아냐,-1
1070,그냥 정이라고 하자,1
1071,임마 네가 뭘 알아,-1
1072,이건 사랑이 맞아,1
1073,분명 약속했단 말이야,1
1074,그 자리에 그대로,1
1075,두고 온 기억들을,0
1076,더듬고 있을 때면,0
1079,그냥 정리하고 가자,1
1080,아메리카노보단 라떼를,-1
1081,맛있게 내리던 네 집 앞 카페를,1
1082,매일 같이 갔었었던 그때를,1
1083,내려줄게 쓰지 않아 이제는,1
1084,넌 매일 밤 예뻐 예뻐,-1
1085,해주며 날 재워 재워,-1
1086,식어버린 널 데워 태워,0
1087,꿈에서 날 깨워 줘,1
1088,버려진 기억들 속에서,0
1089,쓸만한 컷들을 찾고 있어,0
1090,이미 내 곁에 더는 없는 너지만,-1
1091,난 너를 느낄 수 있어,-1
1092,닿을 듯 안 닿을 듯,0
1093,떠나는 뒷모습이,-1
1094,왜인지 행복해 보여,1
1095,너라도 행복해줘,-1
1111,임마 네 말이 맞아,-1
1112,이건 사랑이 아냐,1
1114,"밤하늘, 손을 잡으면 기분이 좋다며",-1
1115,옅은 웃음 띠며 나에게 말하다,1
1116,너는 슬픈 노래를 불렀는데,-1
1117,그게 우리 둘의 주제곡 같았어,1
1118,하루는 순진한 눈으로 나를 바라보며,1
1119,매일 두 손 모아 하늘에 빈다고,-1
1120,우리 둘의 시간이 영원하길,1
1121,그게 참 아팠는데 그립기도 하더라,1
1122,둘이 가던 둘이만 알던,0
1123,수많은 거리 그 위로,-1
1124,하루하루 쌓여만 가던,0
1125,소중했던 추억 그 위로,-1
1126,우리 다시 돌아갈 수 있을까 알아,1
1127,결코 닿을 수 없는 시절의 우리,1
1128,그때는 이해할 수 없던,1
1129,너의 그 마지막,-1
1130,이젠 선명하게 다 알 것 같았어,1
1131,그래 우린 그렇게 사랑해서,1
1132,뻔한 이별마저도 우리다웠던 거야,-1
1139,그때의 우리처럼,1
1141,어설프던 풍경 그 위로,-1
1142,자라나고 쌓여만 가던,1
1143,어리숙한 모습 그대로,-1
1144,이제 다시 돌아가면 어떨까 그래,-1
1145,결코 보낼 수 없는 시절의 우리,1
1146,뭐하고 있었니 늦었지만,0
1147,잠시 나올래,1
1148,너의 집 골목에 있는,-1
1149,놀이터에 앉아 있어,1
1150,친구들 만나서 오랜만에,1
1151,술을 좀 했는데,-1
1152,자꾸만 니 얼굴 떠올라,0
1153,무작정 달려왔어,-1
1154,이 맘 모르겠니,1
1155,요즘 난 미친 사람처럼,-1
1156,너만 생각해,-1
1157,대책없이 네가 점점 좋아져,1
1158,아냐 안 취했어 진짜야,-1
1159,널 정말 사랑해,1
1160,눈물이 날만큼 원하고 있어,-1
1161,정말로 몰랐니,1
1162,가끔 전화해 장난치듯,-1
1163,주말엔 뭐할거냐며,0
1164,너의 관심 끌던 나를,-1
1165,그리고 한번씩 누나 주려 샀는데,1
1166,너 그냥 준다고,-1
1167,생색 낸 선물도 너 때문에 산거야,-1
1174,진심이야 믿어줘,1
1175,갑자기 이런 말 놀랐다면 미안해,-1
1176,부담이 되는게 당연해,-1
1177,이해해 널,1
1178,지금 당장 대답하진마,-1
1179,나와 일주일만 사귀어줄래,1
1180,후회없이 잘 해주고 싶은데,-1
1181,그 후에도 니가 싫다면,0
1182,나 그때 포기할게,-1
1183,귀찮게 안할게 혼자 아플게,-1
1184,진심이야 너를 사랑하고 있어,-1
1185,우리 다시 만날래,1
1186,예쁘게 빛나던,1
1187,모든 추억들이,1
1188,너무 그리워,-1
1189,너의 품에 안길래,-1
1190,이 밤이 새도록,-1
1191,네게 말할 거야,1
1192,너를 좋아한다고,-1
1193,안녕 그대야,-1
1194,요즘 어떻게 지내,1
1195,가로수길 걷다가,1
1196,생각이 나서,1
1197,행복해 보이는 사람들 속에,1
1198,우리 둘만 없어서,1
1200,늘 집에 갈 땐,0
1201,항상 뒤돌아보면,0
1202,날 보며 웃어주던,1
1203,네가 생각났어,1
1212,토요일마다 가던,-1
1214,이어폰 하나씩,1
1216,벚꽃엔딩같이 듣고 있으면,1
1217,부러울 게 없었어,-1
1218,너만 있으면,-1
1219,널 사랑할 때,1
1220,내가 너무 그리워,-1
1222,네가 보고 싶어,1
1231,같이 별 보러 갈래,1
1232,널 다시 만나면,1
1233,네 옆에 기대서,-1
1234,잠들고 싶어,1
1237,내 곁에 있어줘,1
1238,내겐 너뿐이라고,-1
1239,따분한 나의 눈빛이,1
1240,무표정했던 얼굴이,-1
1241,널 보며 빛나고 있어,1
1242,내 입술을 간지럽힌 낯선 그 이름,-1
1243,난 몰랐어 내 맘이 이리 다채로운지,1
1244,춤을 추곤 해 실컷 어지러울 만큼,-1
1245,한 칸 더 채우고 있어,0
1246,"잘 봐 1, 2, 3, 4, 5, 6, 7",0
1247,투명한 너와 나의 사이,-1
1248,가만히 들여다보다,0
1249,일렁인 물결 속으로,0
1250,더 빠져드는 걸,0
1251,셀 수 없이 반복해도 기분 좋은 꿈,1
1252,감히 누가 이렇게 날 설레게 할 줄,1
1257,내 앞에 있는 너를,-1
1258,그 눈에 비친 나를 (그 눈에 비친 나를),1
1260,그 눈에 비친 나를,1
1261,가만히 바라봐,0
1262,서둘러 오진 마,-1
1263,이 순간이 좋아 난,1
1264,미처 몰랐어 내 맘이 이리 다채로운지,1
1272,사랑하게 됐거든,1
1273,너를 정말 사랑했나 봐 아직도 널 못 잊었나 봐 자꾸만 생각나,-1
1274,시간은 왜 자꾸 나에게 아픈 기억은 다 지우고 좋은 추억만 남아,-1
1275,우 함께 울고 웃던 계절에 다시 만난다면,-1
1276,보고싶었어 사랑했던 그때의 너와,-1
1277,니 곁에 그리고 나 널 바라만 봐도 눈물 나게,-1
1278,마냥 좋았어 너에게 못다 한 그 말,-1
1279,조금은 늦었겠지만 아직 널 사랑한다고 말야,1
1283,너도 내 맘 같기를,-1
1284,그땐 정말 어렸었나봐 사랑을 잘 몰랐었나 봐,1
1285,그게 마음이 아파,-1
1286,우 오늘처럼 눈부신 날에 다시 만난다면,1
1290,조금은 늦었겠지만 (늦었겠지만) 아직 널 사랑한다고,1
1291,꽃 피는 봄이 온 것처럼,1
1292,당연한 듯 내곁에 머물 줄만 알았어 (항상),1
1293,주는 게 사랑이란 걸 그때야 난 깨달았어,1
1294,니가 떠난 후에야,0
1295,나 너에게 참 고마웠다고 벅차 행복했다고,-1
1296,사랑을 가르쳐 준 니가 참,1
1297,보고싶었어 (보고싶었어) 너에게 듣고 싶은 말,-1
1298,아직 늦지 않았다고 (늦지 않았다고) 너도 날 기다렸다고 말야,-1
1302,잠이 오지 않는 밤,-1
1303,습관처럼 너를 그린다,-1
1304,작은 소리에도 혹시나,1
1305,네가 흩어질까 겁이나,1
1306,보고싶었어 보고싶었어,0
1307,말은 하지 못하고,0
1308,메마른 한숨을 마신다,-1
1309,머문 자리마다 추억은 태어나고,1
1310,노래는 그렇게 우리를,1
1311,다시 이어 붙여,0
1312,말하지 못한 수많은 그 얘기들은,0
1313,이제 지난 시간 속에 그대로 놔두고,1
1314,거기서 자라난 너와의 기억,-1
1315,가만히 가슴에 새겨,1
1316,누구든 네가 그리울 때 언제라도,-1
1317,여기 영원처럼 남겨진,1
1318,너의 빛나던 미소 하나하나 다,-1
1319,모두 꺼내서 보여줄거야,1
1320,아무 일도 없듯이,-1
1321,나의 시간은 또 흘러가,1
1322,애써 외면한 빈자리가,-1
1323,커질수록 더 크게 웃어,1
1324,괜찮을거야 괜찮을거야,0
1325,마음을 달래봐도,1
1326,자꾸만 커지는 네 모습,1
1328,우리는 그렇게 노래가 되어,1
1337,이렇게 너를 안아,-1
1338,흘러가는 시간에 맞서 기대어,-1
1339,너를 바라본다,-1
1340,말없이 전하는 너의 마음을,-1
1345,모두 꺼내어 주려해,1
1346,네가 흩어지지 않게,1
1347,너랑 입으려 고른 옷 오늘 받아봤어,-1
1348,오래 걸려서 잊고 있었는데,-1
1349,곧 있을 너의 생일에 예약해놨던,-1
1350,커플링마저 취소를 했어,-1
1351,우리 헤어지는 게 이젠 혼자라는 게,-1
1352,아직 실감이 안 나는데 난 어떡할까,-1
1353,너를 떠나보낼 준비해 둘걸 그랬어,-1
1354,나랑 있으면,1
1355,어떤 불편도 괜찮은 줄만 알았어,-1
1356,다급히 네 맘을 붙잡으려 해도,-1
1357,이미 마음 정해버린,1
1358,너의 대답에 아무 말 못 하던,-1
1359,끝까지 바보 같던 내가 싫어,-1
1360,멍하니 있다가도 전화벨이 울리면,-1
1361,네 목소리가 들릴 것 같아 어떡할까,1
1369,날 보기 싫겠지만,1
1370,어떻게든 널 붙잡고 싶은데,0
1371,널 되돌릴 방법이 없어,0
1372,네가 없는 나의 하루는,1
1373,아무것도 잡히지가 않아,-1
1374,다 미안해 보고 싶어,-1
1375,사랑한다는 말 많이 해줄 걸 그랬어,1
1376,사랑받으면 예뻐진다는데,1
1377,나 땜에 많이 야위었어,-1
1378,마지막 가는 길 데려다준대도,-1
1379,괜히 맘 약해진다며,1
1380,뒤도 안 보고 서둘러 떠나던,-1
1381,너의 맘은 그동안 어땠을까,-1
1382,끝없이 별빛이 내리던 밤,-1
1383,기분 좋은 바람이,1
1384,두 빰을 스치고,0
1385,새벽 바다 한곳을 보는,-1
1386,아름다운 너와 나,-1
1387,그림을 그려갔어,0
1388,모래 위 떨린 손끝으로,-1
1389,날 향해 웃어주는 입술,-1
1390,끝 모양과 저 달보다,-1
1391,사랑스러운 두 눈을 가진 네가,1
1392,다정히 내 이름을,1
1393,부르면 내 마음이,1
1394,녹아내려 언제나,-1
1395,나 하날 위해 준비된,1
1396,선물 같아 널 안으면,1
1397,잠들지 않는 바다 위를,0
1398,너와 함께 걷는 거 같아,-1
1399,하늘 아래 너와 나,-1
1400,남은 내 모든 날을 너에게,-1
1401,다 줘도 안 아까워,0
1402,이제서야 내가,1
1403,사랑에 눈을 뜬 건 가봐,1
1404,경험하지 못했고,0
1405,믿기지 않는 일만,1
1406,일어나고 있는 거 아니,1
1407,5월에 피는 봄꽃 처럼,1
1408,내 사랑도 피어나,1
1409,부는 바람에 살며시 실어 보내,1
1418,설레는 지금이,1
1419,꿈이 아닌 걸 알잖아,0
1420,난 더 바랄 게 없어,0
1421,먼 훗날 내 생애,1
1422,아주 작은 소리로,1
1423,귓가에 말할 거야,0
1424,내 곁에 머물러줘서,1
1425,마음 다해 고맙다고,1
1426,어떤 말로도 표현 못 할,0
1427,내 인생의 전부였다고,1
1428,이 순간 너를 꼭 안고,-1
1429,고백할게 언제나,1
1430,우리 모든 날들과,1
1431,별빛 아래 우리 그림자,1
1432,제일로 특별하다고,1
1433,길고 긴 겨울 끝을 지나,-1
1434,너의 앞에 서있는 지금,-1
1435,선명한 목소리로,1
1436,널 사랑한다고,1
1438,잊지는 말아요 함께 했던 날들,1
1439,눈물이 날 때면,-1
1440,그대 뒤를 돌아보면 돼요,1
1441,아프지 말아요 쓸쓸한 마음에,1
1442,힘든 일이 참 많았죠 그대에겐,-1
1443,내가 곁에 있을게요,1
1444,그댈 위해 노래할게요,1
1445,잊지 말아요,0
1446,그댈 위해 약속할게요,1
1447,언젠가 우리 시간 지나면,1
1448,알게 되겠죠,0
1449,그땐 웃을 수 있죠 나 약속할게요,1
1450,그땐 미소 짓겠죠,1
1451,작은 행복까지 모두,1
1452,외롭고 지칠 때 손잡아 줄게요,1
1453,슬픔이 짙어질 때면 위로해 줄,-1
1454,그 한 사람이 될게요,1
1455,그대 부디 울지 말아요,-1
1456,슬퍼 말아요,0
1457,그대에게 빛이 될게요,1
1461,폭풍 속에 혼자 남아 헤매도 오,-1
1462,길이 되어 지킬게요 그대,1
1466,어두운 길을 밝게 비추는,0
1467,그대의 빛이 될게요,1
1468,네가 없이 웃을 수 있을까,1
1469,생각만 해도 눈물이나,-1
1470,힘든 시간 날 지켜준 사람,-1
1471,이제는 내가 그댈 지킬 테니,1
1472,너의 품은 항상 따뜻했어,-1
1473,고단했던 나의 하루에,-1
1474,유일한 휴식처,1
1475,나는 너 하나로 충분해,-1
1476,긴 말 안 해도 눈빛으로 다 아니깐,1
1477,한 송이의 꽃이 피고 지는,1
1478,모든 날 모든 순간 함께해,1
1479,햇살처럼 빛나고 있었지,1
1480,나를 보는 네 눈빛은,1
1481,꿈이라고 해도 좋을 만큼,1
1482,그 모든 순간은 눈부셨다,1
1483,불안했던 나의 고된 삶에,-1
1484,한줄기 빛처럼 다가와,1
1485,날 웃게 해준 너,-1
1490,알 수 없는 미래지만,0
1491,네 품속에 있는 지금 순간 순간이,1
1492,영원 했으면 해,1
1493,갈게 바람이 좋은 날에,1
1494,햇살 눈부신 어떤 날에 너에게로,-1
1495,처음 내게 왔던 그날처럼,1
1497,알아 내 맘에 조용히,-1
1498,문을 두드리면,0
1499,눈에 뿌옇게 고여버린,1
1500,널 흘려보내야 해,1
1501,기억은 저 빠른,0
1502,시곗바늘을 놓쳐,0
1503,처음 널 알아본,0
1504,마지막에 웃어보일거야,-1
1505,사선을 트는 저 빛은,1
1506,날 향해 불을 피우고,1
1507,재가 되지 않으려,-1
1508,난 돌아서지만,0
1509,빈 갈피에 차오른,-1
1510,우리라는 색은,1
1511,완벽할 필요 없이,1
1512,아름다운 영화였어,1
1513,우리가 머문 밤 사이,-1
1514,피어버린 심장소리에,1
1515,밤 하늘의 별을 이어,-1
1516,널 그리는 걸,0
1517,이 시간의 난,0
1518,너와의 시간을 물 들이고,-1
1520,이름으로 지어지나봐,1
1521,저 별도 달도 사랑한,1
1522,우리의 파란 하늘은,1
1523,손 닿을 필요 없이 부서진,1
1524,은하수인것 같아,0
1531,첫 사랑이라는,1
1535,이름으로 지워지나봐,1
1536,쏟아져 내려와 불빛이,1
1537,미친 듯이 벌어 재껴,-1
1538,싸구려 천 쪼가리들 대신,-1
1539,돈을 제때 안 준다면,0
1540,명품 로고 박힌 티에 배바지,0
1541,뻘소리가 절반인 너완 달리,-1
1542,영감의 샘이 마르지 않아,0
1543,허풍이 네 유일한 자존감 음흠,-1
1544,걔네 꿈은 쬐끄만 호빗,-1
1545,나는 숲속에 사는 거인,1
1546,너는 못 가져 내 멋,-1
1547,촌스러운 건 너의 유전,-1
1548,아저씨 씨 저리 좀 비키시 시 시고,-1
1552,도윤이 눈에 난 아저씨,-1
1553,껍데긴 가라 동엽 신,0
1554,꼰대들의 조언은 반사,-1
1555,귓바퀴로 깔아둬 메이웨더,0
1556,패배는 없다 게임에는,-1
1557,포기 못해 전세금도,-1
1558,적금 들어봤자 푼돈,0
1559,다 뺏을 거야 네 집과,1
1560,꿈자리도 왜 벙쪄있어,0
1561,가서 돈 벌어,0
1562,집에 지붕 만들어야 내 꿈,1
1563,지킬 수 있어 다 비켜라 비켜,0
1564,미래 줍기 싫어 폐품,-1
1565,날 믿고 걸어라 판돈,-1
1566,나 때란 말은 싫어,1
1567,좋음 가라 그때로,0
1568,널 위한 날 위해 하는 말,1
1569,말할 거면 받아 듣는 값,0
1570,줄 돈이 없다면,0
1571,앨범 안 냈어 몇 백 준대도,0
1572,난 실력 더 벌어야 돼서,0
1573,만족 못 했어 7년을 지킨,0
1574,내 태도 내 식구들 챙겨야 돼서,1
1575,큰 걸 원했어 그렸던 대로,0
1576,이제는 됐어 김재욱 벗어난 궤도,-1
1577,수천 번이고 더 보여준 차이,0
1578,안 빼고 모조리 씹어 난 금이빨까지,-1
1579,우리는 떠나지 너 자는 사이,-1
1580,어쩌면 일리 엠비션에 싸인,0
1581,쇼머니 우승 그 이상을 차지,1
1586,튀어나온 배,1
1587,아직 한 발 남았다고 손 떼,-1
1588,이제 보게 되어버려 성전,0
1589,난 배울 시간 동갑이 형님께,-1
1590,네 코 베여도 난 태평,1
1591,미친 거 같다는 소리 들어 감아 태엽,-1
1592,난 너의 래퍼 이름은 다민,-1
1593,모 아니면 빽도 기어이 쇼미로,0
1594,벌써 난 무대 아래,0
1595,수유리가 그리워요,-1
1596,여기 사회악 내겐 애미 애비여,-1
1597,잼민이들 가십 내겐 업이여,-1
1598,힙합퍼들 반은 내게 뻑갔어 이미,1
1599,걔네 힙합 아냐 장르 코믹,1
1600,하는 거라곤 랩도 못돼 거의 허밍 요,0
1601,드디어 그들이 원해,1
1602,어필 필요 없어 난 뭘 입어도,1
1603,어르신을 보니 랩할 필요 없어,0
1604,실컷 꾸다 깨도 꿈인 현실이 보여,0
1605,누릴 수 있을 때 누리어요,0
1606,네 마음에 들 다음 세댄 나밖에 없어,1
1607,꼰대 힙합팬들아 이리 온,-1
1608,다 따다 놓은 떡상 안 봐도 비디오,0
1613,사랑한다 말하고 보고 싶다 말하고,1
1614,많은 걸 약속하고 미래를 꿈꾸던 날들,1
1615,내가 줬던 사랑이 당연해진 걸까,1
1616,언제부터 너의 맘이 변했을까,-1
1617,갑자기 온 전화는 날 불안하게 만들어,-1
1618,혹시 무슨 일 있는 건지 걱정을 하다,1
1619,다시 만나자고 하지는 않을까,1
1620,괜한 기대를 해 잠들 수 없어,-1
1621,새벽에 걸려온 너의 전화는,-1
1623,실수였다고 난 생각할게,-1
1624,냉정하게 뿌리치고 매달렸던,-1
1625,날 밀어낸 넌데,1
1626,뜨는 너의 이름에 눈물만,-1
1627,미안한 마음이야 아쉬운 마음이야,-1
1628,애써 날 위해 주는척한 행동인 거니,-1
1629,받아볼까 하다 정신을 차렸어,1
1630,목소리를 들으면 울 것 같아서,-1
1637,상처받은 내 마음을 알아줘,-1
1638,내가 아픈 만큼 더 힘들어줘,-1
1639,내가 좀 유치해 보인다 해도,-1
1641,울리는 단 몇 초의 벨 소리에,-1
1642,널 미워한 맘이,-1
1643,완벽히 무너질 것 같았어,-1
1644,잊으려 몸부림치고,0
1645,내 삶에서 분명 지웠는데,1
1647,나는 읽기 쉬운 마음이야,1
1648,당신도 스윽 훑고 가셔요,1
1649,달랠 길 없는 외로운 마음 있지,1
1650,머물다 가셔요 음,0
1651,내게 긴 여운을 남겨줘요,1
1652,사랑을 사랑을 해줘요,1
1653,할 수 있다면 그럴 수만 있다면,0
1654,새하얀 빛으로 그댈 비춰 줄게요,1
1655,그러다 밤이 찾아오면,-1
1656,우리 둘만의 비밀을 새겨요,-1
1657,추억할 그 밤 위에 갈피를 꽂고선,-1
1658,남몰래 펼쳐보아요,-1
1659,나의 자라나는 마음을,1
1660,못 본 채 꺾어 버릴 순 없네,1
1661,미련 남길바엔 그리워 아픈 게 나아,-1
1662,서둘러 안겨본 그 품은 따스할 테니,-1
1667,언젠가 또 그날이 온대도,1
1668,우린 서둘러 뒤돌지 말아요,-1
1669,마주보던 그대로 뒷걸음치면서,1
1670,서로의 안녕을 보아요,-1
1671,피고 지는 마음을 알아요,1
1672,다시 돌아온 계절도,0
1673,난 한 동안 새 활짝 피었다 질래,1
1674,또 한번 영원히,1
1675,그럼에도 내 사랑은,1
1676,또 같은 꿈을 꾸고,0
1677,그럼에도 꾸던 꿈을,0
1678,난 또 미루진 않을거야,0
1679,대체 어디서 뭐 하는지 궁금해,1
1680,침대가 허전해 잠이 안 오잖아,1
1681,그 고민을 내게 털어놓던,-1
1682,너의 표정이 아직 선명해,-1
1683,소파에 벤 니 향기가 비릿해,-1
1684,미리 알아도 난 이리,0
1685,멍청하게 행동을 해버린다니까,-1
1686,어쩔 수 없어 널 보고 싶은걸,0
1688,나 아프더라도 몰라,1
1692,말할까 내 불안에 불안을,-1
1693,매일 빠져있던 너의 반지같이,-1
1694,허전함 사이사이,-1
1695,그 자리의 기회를,0
1696,너는 넘 빨리 들렀다 가기 땜에,-1
1697,나는 타이밍 안 맞아 매일 바삐,-1
1698,화를 내야 할지 아니면 그냥 아기처럼,1
1699,울어버리고서 떼를 써야 할지,-1
1700,이러니 내가 노력해도,1
1701,시간이 없으니 어쩌겠어,0
1702,할 말이 하나밖에 더 있겠어,1
1710,가끔은 쉽게 발을 빼,0
1711,분명 네 꿈 짓밟기 위해,1
1712,신발을 사는 사람 있을 테니,0
1713,취소가 불가능해 많은 사람들한테,-1
1714,네 말은 세상 비슷한 걸 테니까,1
1715,참아야 해 아무 답이 없대,-1
1716,남겨지긴 싫고 떠나는 것도 두려워,1
1717,사람은 잘만 왔다가 떠나는데,1
1718,선택지가 있는데 안 좋은 결정했대,1
1719,난 돈은 그럴 때 쓰려고 버는 건데,0
1720,난 지켜야만 하는 게 너의 자존심인데,-1
1721,다 지키면서 살 수만은 없기에,0
1722,답이 없네 아무 답이 없네,-1
1723,밖을 쳐다보았겠지만,0
1724,살짝 독해지는 걸 느껴 어른처럼,-1
1725,짐을 싸고 떠날 거야,1
1726,거지 같은 거리에서,-1
1727,벌어지는 많은 일 괜찮냐 물었어,0
1728,혼자 다 참아야만 했나 봐,-1
1729,멀어지는 거지 같은 거리에서,-1
1731,혼자 다 삼켜야만 했나 봐,-1
1732,넌 늘 아파하고 난 늘 도와주려고만 하지,-1
1733,구해달라 한적 한번 없이,1
1734,혼자 붕대를 감지,-1
1735,난 네 등 뒤에 있어 또 등은 손 안 닿고,1
1736,혼자 낑낑대는 너를 보면 장전된 총,-1
1737,얼굴에 대고 살아가는 것만 같아,0
1738,넌 나무 위에 올라간,1
1739,새끼 고양이 같은 거 아니라고,1
1740,혼자 그냥 두라고 슬퍼하게 두라고,-1
1741,혼자 슬퍼해서 좋을 건 또 뭔데,-1
1742,수다나 떨길 바래,-1
1743,세월 가면 잊혀질,-1
1744,점수 따위에 연연하지 말고,-1
1745,너의 하루가 매일 행복 일순 없겠지만,-1
1746,내 역할은 그 사실을 부정하는 것,-1
1747,널 다치게 한 하루를 용서하지도 말 것,-1
1748,물밀려 오듯 올 거야,0
1749,그 위험은 다 나의 것,-1
1750,넌 알아둬야 해 이걸,1
1751,언젠간 나 역시도,1
1752,무너져 버리고 말 거야,-1
1753,이 거지 같은 세상에서,-1
1754,혼자는 불가능하겠지만,-1
1755,그때 가선 너의 가족을 꾸리게 될 거야,-1
1756,너무 좋은 거래엔 항상 거짓이 섞여 있어,-1
1757,사람을 곁에 두되 너무 믿지 말 것,-1
1758,내가 너한테 그랬었던 것처럼 무조건,-1
1759,너의 아이들을 절대적으로 지킬 것,-1
1760,첫눈 오는 이런 오후에,1
1761,너에게 전화를 걸 수만,-1
1762,있다면 기쁠텐데,1
1763,벌써 일년이 지났는데,0
1764,난 아직 미련 가득해서,-1
1765,"""쓸쓸해"" 어느새 혼잣말",-1
1766,(시계를 되돌려),0
1767,1년 전으로 갈 수 있다면,0
1768,(마음을 되돌려),1
1769,지금 우린 달라졌을까,0
1770,그래도 만약,0
1771,너를 만나면 눈물 차 올라,-1
1772,바보 같은 난 아무 말 못해,-1
1773,"말해줘 메리 메리 크리스마스,",1
1774,안녕 잘 지내는거지,-1
1775,눈이 내리면 멍든 가슴이,-1
1776,모두 하얗게 다 덮여지게 될까,0
1777,미안해 잘해주지 못해,-1
1778,"후회만 가득 가득 했던,",-1
1779,그 크리스마스,1
1780,불빛 가득한 거리거리,1
1781,혼자 걸었어,-1
1782,다들 행복해 보여,1
1783,너는 언제나 공기처럼,-1
1784,"있어줄 거란 착각에,",0
1785,"멍청히 보내,",-1
1786,내가 너무 미안해,-1
1787,(너무 흔한 얘기),-1
1788,지나고 나면 너무 소중해,-1
1789,(항상 지나치지),1
1790,왜 그때는 모르는 걸까,0
1791,지금은 다를 거야,0
1799,눈물인지 눈 때문인지,-1
1800,"점점 너 멀리 멀리 보이던,",-1
1802,정말 신기한 일이야 너의,-1
1803,생각만으로 눈물 차 흐르니말야,-1
1804,다시 너에게로 가고 싶어,-1
1805,무슨 일이든 할 수 있어,0
1806,지금까지 삶이,0
1816,(눈물 차 올라),-1
1818,(아무 말 못하는 나 인걸),-1
1820,잘 지내는거지,-1
1826,밤하늘의 별을 따서 너에게 줄래,-1
1827,너는 내가 사랑하니까,-1
1828,더 소중하니까,1
1829,오직 너 아니면 안 된다고,-1
1830,외치고 싶어 그저,1
1831,내 곁에만 있어줘,1
1832,떠나지 말아줘,1
1833,참 많이 어색했었죠 널 처음 만난 날,-1
1834,멀리서 좋아하다가 들킨 사람처럼,1
1835,숨이 가득 차올라서,1
1836,아무 말 하지 못했는데,-1
1837,너는 말 없이 웃으며 내 손 잡아줬죠,-1
1842,외치고 싶어,1
1843,그저 내 곁에만 있어줘,1
1845,널 좋아하는 내 마음이 표현이 안 돼,1
1846,꿈이 아니면 좋겠어 자꾸 웃음 나와,1
1847,내 모든 걸 다 준대도,1
1848,너에겐 아깝질 않아,-1
1849,이 순간이 영원하길 난 정말 행복해,1
1859,많고 많은 사람 중에,0
1860,너를 만나서 행복하고 싶어,-1
1861,두 번 다시 울지 않을래,-1
1862,오직 내 눈에는 너만 보여,-1
1863,나를 아껴줘 이제부터,1
1864,혼자가 아니야 우린 함께니까,-1
1866,나나나 난난 난난나,1
1867,나 나나나 난난 난난나 나나난나,1
1871,20 22,0
1872,우리 다시 웃고 울고 지지고 볶고,-1
1876,너무 좋아 북적거리네,-1
1877,야 내가 뭐 하는 사람인지 까먹었지?,1
1878,시간이 지나도 변함없이,1
